,,,,,,,,,,,,,,FTP DL,,,,,,,,,FTP UL,,,,,,,,,Capacity DL,,,,,,,,,Capacity UL,,,,,,,,,SpeedTest,,,,,,,,,,,,,,,,,,HTTP DL Transfer,,,,,,,HTTP UL Transfer,,,,,,,Browsing,,,,,,,,,Ping Test,,,,,,Youtube,,,,,,,,,,,,,,,Instagram Post Picture,,,,,,Instagram Post Video,,,,,,Whatsapp Call,,,,,,,,,,,Whatsapp Message,,,,SMS Onnet,,,SMS Offnet,,,Voice Call Onnet,,,,,,,,,,,,,,,Voice Call Offnet,,,,,,,,,,,,,,,Average Voice Call,,,,,,,,,,,,,,,Signal Strenght 5G,,Signal Qualty 5G,,Signal Qualty 5G,,Signal Strenght 4G,,Signal Qualty 4G,,Signal Qualty 4G,,Signal Strenght 2G,,Signal Quality 2G,,Bad Signal Strenght 5G,,,Bad Signal Qualty 5G,,,Bad Signal Qualty 5G,,,Bad Signal Strenght 4G,,,Bad Signal Qualty 4G,,,Bad Signal Qualty 4G,,,Bad Signal Strenght 2G,,,Bad Signal Quality 2G,,,,Detail Value 5G,,,,,,,,,,,Detail Value 4G,,,,,,,,,,,Detail Value 2G,,,,,,,,,,,,,
111,74,Sulawesi Tenggara,7406,Bombana,ST,20260722 ST Kantor Bupati Bombana Kab. Bombana,-,-,ST Kantor Bupati Bombana Kab. Bombana,Reguler,Loka Kendari,22-Jul-2026,XLS,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,11,9,81.82,124.67,125.00,126.00,122.00,No Data,81.82,100.24,101.00,120.00,71.20,76.67,2,2,1,1,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,11,11,100.00,4.64,6.99,3.74,2.10,110.09,3,0,0,No Data,No Data,No Data,No Data,11,11,100.00,0.95,0.00,4.18,0.00,0.00,0.00,0.00,0.00,0.00,90.91,0.00,0.00,5,5,100.00,0.74,10.92,0.00,5,5,100.00,5.36,24.13,100.00,14,2,2,71.43,14.29,14.29,3.93,100.00,0.00,1.54,100.00,22,0,100.00,1.17,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-82.52,Baik Sekali,-8.01,Baik Sekali,19.58,Baik,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,27228,0,0.00,27228,128,0.47,18704,2,0.01,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,124.67,100.24,No Data,No Data,No Data,0.74,5.36,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.746802,122.011434,0.09
112,74,Sulawesi Tenggara,7406,Bombana,ST,20260722 ST Puskesmas Rumbia Tengah Kab. Bombana,-,-,ST Puskesmas Rumbia Tengah Kab. Bombana,Reguler,Loka Kendari,22-Jul-2026,IOH,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,11,11,100.00,169.91,171.00,198.00,154.00,No Data,100.00,111.91,112.00,124.00,101.00,42.00,1,1,2,2,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,11,11,100.00,5.34,9.03,4.41,1.93,83.18,1,0,0,No Data,No Data,No Data,No Data,11,11,100.00,0.91,0.00,4.23,0.00,0.00,0.00,0.00,0.00,0.00,90.91,0.00,0.00,5,5,100.00,0.89,9.04,0.00,5,5,100.00,4.73,27.88,100.00,14,2,2,71.43,14.29,14.29,4.06,100.00,0.00,1.53,100.00,22,0,100.00,1.06,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-79.43,Baik Sekali,-9.82,Baik Sekali,17.64,Baik,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,26644,0,0.00,26644,712,2.67,26089,827,3.17,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,169.91,111.91,No Data,No Data,No Data,0.89,4.73,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.778196,122.064222,0
113,74,Sulawesi Tenggara,7406,Bombana,ST,20260722 ST Puskesmas Rumbia Tengah Kab. Bombana,-,-,ST Puskesmas Rumbia Tengah Kab. Bombana,Reguler,Loka Kendari,22-Jul-2026,TSEL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,12,11,91.67,145.09,152.00,168.00,104.00,No Data,91.67,19.72,19.50,30.00,13.20,29.55,2,2,3,3,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,12,12,100.00,5.12,6.91,4.19,1.66,27.00,2,0,0,No Data,No Data,No Data,No Data,12,12,100.00,0.68,0.00,4.29,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,5,5,100.00,0.81,9.92,0.00,5,5,100.00,4.12,31.72,100.00,11,0,0,100.00,0.00,0.00,3.99,100.00,0.00,1.44,100.00,23,0,100.00,1.24,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-100.32,Baik,-13.11,Cukup,2.40,Kurang,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,44660,4346,9.73,44660,2187,4.90,22805,20621,90.42,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,145.09,19.72,No Data,No Data,No Data,0.81,4.12,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.778198,122.06421,0
114,74,Sulawesi Tenggara,7406,Bombana,ST,20260722 ST Puskesmas Rumbia Tengah Kab. Bombana,-,-,ST Puskesmas Rumbia Tengah Kab. Bombana,Reguler,Loka Kendari,22-Jul-2026,XLS,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,12,12,100.00,115.83,115.50,122.00,109.00,No Data,100.00,115.42,117.00,126.00,86.00,67.00,3,3,1,1,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,12,12,100.00,4.76,6.18,3.79,2.12,100.75,3,0,0,No Data,No Data,No Data,No Data,12,12,100.00,0.92,0.00,4.26,0.00,0.00,0.00,0.00,0.00,0.00,91.67,0.00,0.00,5,5,100.00,0.61,16.73,20.00,5,5,100.00,5.66,23.24,100.00,11,0,1,90.91,0.00,9.09,3.97,100.00,0.00,1.51,100.00,24,0,100.00,1.38,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-78.15,Baik Sekali,-8.66,Baik Sekali,19.66,Baik,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,35343,0,0.00,35343,342,0.97,19570,10,0.05,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,115.83,115.42,No Data,No Data,No Data,0.61,5.66,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.778201,122.064202,0
115,74,Sulawesi Tenggara,7406,Bombana,ST,20260722 ST SMAN 3 Bombana Kab. Bombana,-,-,ST SMAN 3 Bombana Kab. Bombana,Reguler,Loka Kendari,22-Jul-2026,IOH,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,11,10,90.91,39.14,40.75,45.00,24.40,No Data,90.91,9.94,9.79,15.10,5.98,40.90,3,3,3,3,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,11,11,100.00,5.16,9.11,4.07,1.85,100.18,1,0,0,No Data,No Data,No Data,No Data,11,11,100.00,1.10,0.00,4.28,0.00,0.00,0.00,0.00,0.00,0.00,81.82,0.00,0.00,5,5,100.00,0.66,12.19,0.00,5,5,100.00,3.11,42.99,100.00,12,1,1,83.33,8.33,8.33,4.06,100.00,0.00,1.63,100.00,22,1,95.45,1.29,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-100.95,Baik,-9.45,Baik Sekali,8.04,Cukup,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,26496,5801,21.89,26496,178,0.67,26365,12015,45.57,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,39.14,9.94,No Data,No Data,No Data,0.66,3.11,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.772071,122.043877,0.001
116,74,Sulawesi Tenggara,7406,Bombana,ST,20260722 ST SMAN 3 Bombana Kab. Bombana,-,-,ST SMAN 3 Bombana Kab. Bombana,Reguler,Loka Kendari,22-Jul-2026,TSEL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,12,11,91.67,115.42,119.50,138.00,78.80,No Data,91.67,22.33,25.65,30.60,0.94,29.90,2,2,2,2,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,11,11,100.00,4.81,6.38,4.24,1.83,27.00,3,0,0,No Data,No Data,No Data,No Data,12,12,100.00,0.80,0.00,4.26,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,5,5,100.00,0.69,11.56,0.00,5,5,100.00,4.37,29.67,100.00,11,0,0,100.00,0.00,0.00,3.94,100.00,0.00,1.44,100.00,22,1,95.45,1.13,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-94.00,Baik,-10.56,Baik,6.14,Kurang,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,43560,999,2.29,43560,257,0.59,25522,18316,71.77,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,115.42,22.33,No Data,No Data,No Data,0.69,4.37,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.772076,122.043864,0
117,74,Sulawesi Tenggara,7406,Bombana,ST,20260722 ST SMAN 3 Bombana Kab. Bombana,-,-,ST SMAN 3 Bombana Kab. Bombana,Reguler,Loka Kendari,22-Jul-2026,XLS,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,12,11,91.67,123.73,124.00,127.00,120.00,No Data,91.67,95.07,98.40,116.00,53.70,65.09,1,1,1,1,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,12,11,91.67,4.91,9.16,3.65,2.03,97.27,2,0,0,No Data,No Data,No Data,No Data,12,12,100.00,0.82,0.00,4.27,0.00,0.00,0.00,0.00,0.00,0.00,91.67,0.00,0.00,5,5,100.00,0.73,10.98,0.00,5,5,100.00,5.75,22.43,100.00,11,0,0,100.00,0.00,0.00,3.99,100.00,0.00,2.05,100.00,24,1,95.83,1.70,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-84.46,Baik Sekali,-8.00,Baik Sekali,15.23,Baik,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,27665,0,0.00,27665,105,0.38,18401,164,0.89,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,123.73,95.07,No Data,No Data,No Data,0.73,5.75,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.772081,122.04387,0.003
118,74,Sulawesi Tenggara,7415,Buton Selatan,DT,20260818 DT Kab. Buton Selatan,-,-,DT Kab. Buton Selatan,Reguler,Loka Kendari,18-Aug-2026,IOH,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,52,47,90.38,139.96,137.00,264.00,18.60,No Data,90.38,34.29,39.30,83.50,0.32,44.47,2,2,1,1,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,52,49,94.23,5.12,9.40,2.53,2.29,94.18,3,0,0,No Data,No Data,No Data,No Data,52,50,96.15,1.28,0.00,4.27,0.00,0.00,0.00,0.00,0.00,0.00,74.00,0.00,0.00,21,21,100.00,0.65,17.03,23.81,14,13,92.86,4.81,27.30,100.00,50,0,1,98.00,0.00,2.00,3.97,100.00,0.00,1.75,100.00,104,7,93.27,1.39,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-94.10,Baik,-8.10,Baik Sekali,15.76,Baik,-82.74,Baik Sekali,4.7,Cukup,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,116783,20606,17.64,116783,779,0.67,110769,20494,18.50,16,2,12.50,6,4,66.67,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,139.96,34.29,No Data,No Data,No Data,0.65,4.81,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-5.505893,122.74948,89.013
119,74,Sulawesi Tenggara,7415,Buton Selatan,DT,20260818 DT Kab. Buton Selatan,-,-,DT Kab. Buton Selatan,Reguler,Loka Kendari,18-Aug-2026,TSEL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,58,55,94.83,151.59,147.50,343.00,2.22,No Data,94.83,24.11,19.00,96.90,0.01,82.00,1,1,2,2,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,57,55,96.49,5.29,8.33,0.34,2.72,58.75,2,0,0,No Data,No Data,No Data,No Data,58,50,86.21,1.07,0.00,4.24,0.00,0.00,0.00,0.00,2.00,2.00,96.00,0.00,0.00,24,23,95.83,0.68,14.77,21.74,20,20,100.00,4.34,32.61,100.00,58,1,2,94.83,1.72,3.45,4.13,100.00,0.00,1.40,100.00,114,9,92.11,1.27,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-98.30,Baik,-9.76,Baik Sekali,12.39,Cukup,-93.01,Cukup,1.7,Baik Sekali,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,185052,51640,27.91,185052,7285,3.94,113692,40809,35.89,327,41,12.54,20,4,20.00,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,151.59,24.11,No Data,No Data,No Data,0.68,4.34,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-5.506314,122.749301,94.822
120,74,Sulawesi Tenggara,7415,Buton Selatan,DT,20260818 DT Kab. Buton Selatan,-,-,DT Kab. Buton Selatan,Reguler,Loka Kendari,18-Aug-2026,XLS,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,5,2,40.00,60.90,60.90,114.00,7.80,No Data,40.00,4.15,4.15,8.07,0.23,64.00,3,3,3,3,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,4,2,50.00,5.36,9.16,1.57,3.85,107.00,1,0,0,No Data,No Data,No Data,No Data,4,1,25.00,1.60,0.00,4.29,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,1,1,100.00,0.52,15.35,100.00,1,1,100.00,1.99,64.79,100.00,9,1,1,77.78,11.11,11.11,3.71,100.00,0.00,2.56,100.00,24,16,33.33,1.63,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-113.97,Kurang,-9.88,Baik Sekali,3.45,Kurang,-76.26,Baik Sekali,1.5,Baik Sekali,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,28894,25732,89.06,28894,1724,5.97,16572,11411,68.86,14912,178,1.19,11,1,9.09,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,60.90,4.15,No Data,No Data,No Data,0.52,1.99,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-5.518737,122.746837,95.087
121,74,Sulawesi Tenggara,7415,Buton Selatan,ST,20260818 ST SDN 1 Lawale Kab. Buton Selatan,-,-,ST SDN 1 Lawale Kab. Buton Selatan,Reguler,Loka Kendari,18-Aug-2026,IOH,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,22,22,100.00,194.55,196.00,227.00,142.00,No Data,100.00,66.01,68.30,78.20,50.20,36.68,2,2,1,1,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,22,22,100.00,4.93,6.00,3.58,2.16,80.36,2,0,0,No Data,No Data,No Data,No Data,22,22,100.00,1.04,0.00,4.28,0.00,0.00,0.00,0.00,0.00,0.00,86.36,0.00,0.00,10,10,100.00,0.80,10.11,0.00,8,8,100.00,4.66,27.88,100.00,22,0,0,100.00,0.00,0.00,3.98,100.00,0.00,1.60,100.00,44,2,95.45,1.38,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-76.80,Baik Sekali,-8.05,Baik Sekali,23.38,Baik Sekali,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,53701,0,0.00,53701,2,0.00,51178,424,0.83,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,194.55,66.01,No Data,No Data,No Data,0.80,4.66,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-5.548535,122.602728,0
122,74,Sulawesi Tenggara,7415,Buton Selatan,ST,20260818 ST SDN 1 Lawale Kab. Buton Selatan,-,-,ST SDN 1 Lawale Kab. Buton Selatan,Reguler,Loka Kendari,18-Aug-2026,TSEL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,23,23,100.00,199.27,201.50,222.00,153.00,No Data,100.00,33.74,35.65,52.30,5.97,28.41,1,1,2,2,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,22,22,100.00,5.68,7.63,0.47,2.15,33.86,1,0,0,No Data,No Data,No Data,No Data,23,23,100.00,0.75,0.00,4.26,0.00,0.00,0.00,0.00,0.00,4.35,95.65,0.00,0.00,11,11,100.00,0.77,10.39,0.00,11,11,100.00,4.24,30.73,100.00,22,0,0,100.00,0.00,0.00,4.17,100.00,0.00,1.50,100.00,44,0,100.00,1.15,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-89.48,Baik Sekali,-9.19,Baik Sekali,19.11,Baik,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,128542,221,0.17,128542,2190,1.70,53833,3572,6.64,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,199.27,33.74,No Data,No Data,No Data,0.77,4.24,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-5.548538,122.60271,0.002
123,74,Sulawesi Tenggara,7415,Buton Selatan,ST,20260818 ST SDN 1 Lawale Kab. Buton Selatan,-,-,ST SDN 1 Lawale Kab. Buton Selatan,Reguler,Loka Kendari,18-Aug-2026,XLS,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,2,2,0.00,No Data,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-67.80,Baik Sekali,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0,0,No Data,0,0,No Data,0,0,No Data,3772,0,0.00,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-5.548533,122.602728,0.017
